0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
206392.94910415963,23
206392.94910415963,24
206392.94910415963,25
206392.94910415963,26
206392.94910415963,27
206392.94910415963,28
206392.94910415963,29
498965.37253167597,30
498965.37253167597,31
498965.37253167597,32
498965.37253167597,33
498965.37253167597,34
500711.5321912569,35
500711.5321912569,36
500711.5321912569,37
500711.5321912569,38
655857.6830786057,39
1482368.9344671704,40
1482368.9344671704,41
1482368.9344671704,42
1616348.9388354663,43
1850302.753602616,44
1850302.753602616,45
1850302.753602616,46
1850302.753602616,47
1850302.753602616,48
1850302.753602616,49
1850302.753602616,50
1850302.753602616,51
1854168.8637224901,52
1854168.8637224901,53
1854168.8637224901,54
1854168.8637224901,55
1854168.8637224901,56
1854168.8637224901,57
1854168.8637224901,58
1854168.8637224901,59
1858302.113361553,60
1858302.113361553,61
1858302.113361553,62
1858302.113361553,63
1858302.113361553,64
2803419.1219513505,65
2803419.1219513505,66
2803419.1219513505,67
2803419.1219513505,68
2803419.1219513505,69
2803419.1219513505,70
2803419.1219513505,71
2803419.1219513505,72
2803419.1219513505,73
2803886.5159748904,74
2803886.5159748904,75
3024970.7838214124,76
3114395.7702831766,77
3114395.7702831766,78
3114395.7702831766,79
3114395.7702831766,80
3114395.7702831766,81
3336644.691875204,82
3370909.8070763755,83
3370909.8070763755,84
3370909.8070763755,85
3370909.8070763755,86
3370909.8070763755,87
3370909.8070763755,88
3370909.8070763755,89
3370909.8070763755,90
3370909.8070763755,91
3370909.8070763755,92
3605645.3071865463,93
3605645.3071865463,94
3624392.79682183,95
3624392.79682183,96
3624392.79682183,97
3624392.79682183,98
3624392.79682183,99
3624392.79682183,100
3645517.8858861984,101
3645517.8858861984,102
3645517.8858861984,103
3645517.8858861984,104
3645517.8858861984,105
4538110.544491544,106
4908219.7825437365,107
4908219.7825437365,108
5101688.742639095,109
5101688.742639095,110
5101688.742639095,111
5101688.742639095,112
5160341.363770267,113
5160341.363770267,114
5160341.363770267,115
5178206.312213224,116
5178206.312213224,117
5178206.312213224,118
5178206.312213224,119
5179672.382130809,120
5180032.807169787,121
5180032.807169787,122
5214981.711972376,123
6082571.729986068,124
6082571.729986068,125
6082571.729986068,126
6082571.729986068,127
6164667.764804422,128
6164667.764804422,129
6164667.764804422,130
6164667.764804422,131
6388986.848636811,132
6388986.848636811,133
6388986.848636811,134
6388986.848636811,135
6403659.188741712,136
6403659.188741712,137
6403659.188741712,138
6403659.188741712,139
6403659.188741712,140
6403659.188741712,141
6403659.188741712,142
7246376.096945049,143
7246376.096945049,144
7246376.096945049,145
7258377.140035754,146
7258377.140035754,147
7258377.140035754,148
7258377.140035754,149
7258377.140035754,150
7258377.140035754,151
7258377.140035754,152
7258377.140035754,153
7258377.140035754,154
7446315.817073034,155
7768462.29148255,156
7768462.29148255,157
7768462.29148255,158
7768462.29148255,159
7768462.29148255,160
7768462.29148255,161
8693459.822471458,162
8693459.822471458,163
8693459.822471458,164
8712165.476266244,165
8712165.476266244,166
8712165.476266244,167
8712165.476266244,168
8712359.758604163,169
8855216.30511731,170
8855216.30511731,171
8855216.30511731,172
8855216.30511731,173
8940541.353085477,174
8940541.353085477,175
8940541.353085477,176
9225350.69974492,177
9513399.556868436,178
9513399.556868436,179
9513399.556868436,180
9513399.556868436,181
9513399.556868436,182
9513399.556868436,183
9526036.631050872,184
9526036.631050872,185
9526036.631050872,186
9526036.631050872,187
9526418.11768645,188
9526418.11768645,189
9526418.11768645,190
9526418.11768645,191
9526418.11768645,192
9528035.02078207,193
9528035.02078207,194
9528035.02078207,195
9528035.02078207,196
9528035.02078207,197
9619712.024602389,198
9619712.024602389,199
9619712.024602389,200
9619712.024602389,201
9623955.573353935,202
9757425.564301081,203
9757425.564301081,204
9757425.564301081,205
9757425.564301081,206
10196072.284656502,207
10196936.540978108,208
10196936.540978108,209
10447857.392724048,210
10447857.392724048,211
10447857.392724048,212
10447857.392724048,213
10447857.392724048,214
10447857.392724048,215
10447857.392724048,216
10626375.729551751,217
10626375.729551751,218
11030300.873305604,219
11030300.873305604,220
11374539.951425215,221
11374539.951425215,222
11967464.398366971,223
11967464.398366971,224
11969178.858927853,225
11969178.858927853,226
12903063.472762845,227
12903063.472762845,228
